station_id,station_name,map_image_path,satellite_image_path,mobility_score,observed_subway_score,hidden_gap_score,temporal_score,visual_morphology_score,mobility_minus_subway_gap,hidden_demand_reconstruction_score_norm,station_type,hidden_demand_score,hidden_demand_label,confidence,primary_evidence,uses_visual_reasoning,uses_mobility_subway_reasoning,uses_temporal_reasoning,explanation,risk_note,_raw_output,_condition,_model,_station_id,_station_name,_error
2820,장지,images/station_tiles/satellite/2820_장지.png,images/station_tiles/satellite/2820_장지.png,0.6067313674647434,0.5851413543721236,0.7244129601104524,0.865272681537551,0.3557692307692308,0.41638559992996,0.5851413543721236,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a large, planned residential area with dense apartment clusters and major road infrastructure, which suggests some local travel activity, but it does not clearly indicate a strong mismatch between mobility demand and subway access. Because only imagery is provided and no subway-usage data is available, there is limited basis to infer hidden public-transit demand beyond the visible urban form.","This judgment is constrained by image-only evidence, so apparent density may not translate into unmet transit demand without actual ridership or access data.","{
  ""station_name"": ""장지"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 2,
  ""primary_evidence"": ""visual"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": false,
  ""uses_temporal_reasoning"": false,
  ""explanation"": ""The image shows a large, planned residential area with dense apartment clusters and major road infrastructure, which suggests some local travel activity, but it does not clearly indicate a strong mismatch between mobility demand and subway access. Because only imagery is provided and no subway-usage data is available, there is limited basis to infer hidden public-transit demand beyond the visible urban form."",
  ""risk_note"": ""This judgment is constrained by image-only evidence, so apparent density may not translate into unmet transit demand without actual ridership or access data.""
}",image_only,gpt-5.4-mini,2820,장지,
2750,광명사거리,images/station_tiles/satellite/2750_광명사거리.png,images/station_tiles/satellite/2750_광명사거리.png,0.6379630969398088,0.5698005698005698,0.721127976809111,0.6027487394039465,0.875,0.4044886096444441,0.5698005698005698,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a mixed urban area with dense apartment clusters, local roads, some commercial-looking blocks, and large patches of open land and hills, suggesting a moderate local catchment but not an obviously extreme transit generator. Because this is image-only and provides no direct evidence of subway ridership or commuting flows, there is no strong basis to infer a mismatch between mobility demand and observed subway use. Overall, the morphology suggests some transit need, but not clear hidden demand.","This inference is limited by the lack of ridership or pedestrian-flow data, so visual density alone may overstate actual unmet transit demand.","{""station_name"":""광명사거리"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a mixed urban area with dense apartment clusters, local roads, some commercial-looking blocks, and large patches of open land and hills, suggesting a moderate local catchment but not an obviously extreme transit generator. Because this is image-only and provides no direct evidence of subway ridership or commuting flows, there is no strong basis to infer a mismatch between mobility demand and observed subway use. Overall, the morphology suggests some transit need, but not clear hidden demand."",""risk_note"":""This inference is limited by the lack of ridership or pedestrian-flow data, so visual density alone may overstate actual unmet transit demand.""}",image_only,gpt-5.4-mini,2750,광명사거리,
2749,철산,images/station_tiles/satellite/2749_철산.png,images/station_tiles/satellite/2749_철산.png,0.6196110611241834,0.5695814157352619,0.7063054245211593,0.629801531517469,0.6730769230769231,0.3926176697707448,0.5695814157352619,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a very dense residential area with many apartment blocks and tightly packed low-rise neighborhoods, which suggests substantial local activity. However, from the image alone there is no clear evidence of a mismatch between mobility demand and subway usage, and the visible pattern looks like a typical transit-served suburban district rather than an obviously underserved area. The large internal green/undeveloped spaces and hilly terrain may reduce walkability in places, but that does not by itself indicate hidden public-transit demand.","Because no subway ridership or temporal mobility data are provided, this estimate relies only on land-use morphology and may miss real demand patterns.","{""station_name"":""철산"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a very dense residential area with many apartment blocks and tightly packed low-rise neighborhoods, which suggests substantial local activity. However, from the image alone there is no clear evidence of a mismatch between mobility demand and subway usage, and the visible pattern looks like a typical transit-served suburban district rather than an obviously underserved area. The large internal green/undeveloped spaces and hilly terrain may reduce walkability in places, but that does not by itself indicate hidden public-transit demand."",""risk_note"":""Because no subway ridership or temporal mobility data are provided, this estimate relies only on land-use morphology and may miss real demand patterns.""}",image_only,gpt-5.4-mini,2749,철산,
2757,부천시청,images/station_tiles/satellite/2757_부천시청.png,images/station_tiles/satellite/2757_부천시청.png,0.5128370185166942,0.5713346482577252,0.7039129406840848,0.7620702897152126,0.36538461538461536,0.443622091424271,0.5713346482577252,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a fairly dense urban fabric with mixed mid-rise housing, small blocks, and major roads, which suggests neighborhood activity, but it does not clearly indicate an obvious mismatch between strong mobility demand and weak subway use. There are no direct subway ridership or temporal indicators in the image, and the morphology alone is not enough to infer substantial hidden transit demand. Overall, the area looks active, but evidence for unmet public-transit demand is limited.","Because this is image-only, the assessment may understate or overstate demand by relying on morphology without actual subway usage or pedestrian flow data.","{""station_name"":""부천시청"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a fairly dense urban fabric with mixed mid-rise housing, small blocks, and major roads, which suggests neighborhood activity, but it does not clearly indicate an obvious mismatch between strong mobility demand and weak subway use. There are no direct subway ridership or temporal indicators in the image, and the morphology alone is not enough to infer substantial hidden transit demand. Overall, the area looks active, but evidence for unmet public-transit demand is limited."",""risk_note"":""Because this is image-only, the assessment may understate or overstate demand by relying on morphology without actual subway usage or pedestrian flow data.""}",image_only,gpt-5.4-mini,2757,부천시청,
4709,북한산보국문,images/station_tiles/satellite/4709_북한산보국문.png,images/station_tiles/satellite/4709_북한산보국문.png,0.4700721591271928,0.9991233837387683,0.6676632295251166,0.3711787009991147,0.625,0.4332417352075597,0.9991233837387683,directional_mismatch,2.0,low,4.0,mobility_subway,False,True,True,"The station shows a notable mismatch signal, but hidden demand is limited because observed subway activity is extremely high relative to mobility demand rather than low. Mobility demand is moderate, the mobility-minus-subway gap is positive, and the station is labeled directional_mismatch, yet the core condition for hidden demand—high neighborhood mobility with relatively low subway use—is not strongly supported. Temporal activity is also modest, which does not indicate sustained unmet transit need.","This inference is constrained by station-level scores only, so the result may miss local catchment effects or non-subway transit patterns that could change the hidden-demand interpretation.","{""station_name"":""북한산보국문"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":4,""primary_evidence"":""mobility_subway"",""uses_visual_reasoning"":false,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station shows a notable mismatch signal, but hidden demand is limited because observed subway activity is extremely high relative to mobility demand rather than low. Mobility demand is moderate, the mobility-minus-subway gap is positive, and the station is labeled directional_mismatch, yet the core condition for hidden demand—high neighborhood mobility with relatively low subway use—is not strongly supported. Temporal activity is also modest, which does not indicate sustained unmet transit need."",""risk_note"":""This inference is constrained by station-level scores only, so the result may miss local catchment effects or non-subway transit patterns that could change the hidden-demand interpretation.""}",tabular_only,gpt-5.4-mini,4709,북한산보국문,
248,양천구청,images/station_tiles/satellite/248_양천구청.png,images/station_tiles/satellite/248_양천구청.png,0.506455732270834,0.021477098400175323,0.691877204069441,0.8013869309406345,0.33653846153846156,0.4328531971143211,0.021477098400175323,mobility_high_subway_low,2.0,low,2.0,visual,True,False,False,"The satellite image shows a dense residential fabric of mid-rise apartment blocks and local roads, which suggests some neighborhood travel demand, but it does not clearly indicate a strong unmet transit need or a major mismatch with subway access. The area also includes open spaces and infrastructure corridors that may reduce walk-access intensity, so hidden public-transit demand appears limited from morphology alone.","Because this is image-only evidence, the inference is uncertain and may miss actual transit usage patterns, feeder bus access, or station catchment effects.","{
  ""station_name"": ""양천구청"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 2,
  ""primary_evidence"": ""visual"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": false,
  ""uses_temporal_reasoning"": false,
  ""explanation"": ""The satellite image shows a dense residential fabric of mid-rise apartment blocks and local roads, which suggests some neighborhood travel demand, but it does not clearly indicate a strong unmet transit need or a major mismatch with subway access. The area also includes open spaces and infrastructure corridors that may reduce walk-access intensity, so hidden public-transit demand appears limited from morphology alone."",
  ""risk_note"": ""Because this is image-only evidence, the inference is uncertain and may miss actual transit usage patterns, feeder bus access, or station catchment effects.""
}",image_only,gpt-5.4-mini,248,양천구청,
4709,북한산보국문,images/station_tiles/satellite/4709_북한산보국문.png,images/station_tiles/satellite/4709_북한산보국문.png,0.4700721591271928,0.9991233837387683,0.6676632295251166,0.3711787009991147,0.625,0.4332417352075597,0.9991233837387683,directional_mismatch,2.0,low,4.0,mobility_subway,True,True,True,"The station shows only moderate overall mobility, while observed subway use is already very high, so the core mismatch needed for hidden demand is weak. Although the hidden-gap signal is moderately elevated and the directional-mismatch station type suggests some spatial imbalance, the evidence does not indicate a strong case where neighborhood activity clearly exceeds subway usage. Temporal support is also limited, and the visual morphology is only moderately supportive rather than decisive.",This inference may understate latent demand if local trip patterns are suppressed by transfer effects or if the observed subway metric is not comparable to neighborhood mobility.,"{
  ""station_name"": ""북한산보국문"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows only moderate overall mobility, while observed subway use is already very high, so the core mismatch needed for hidden demand is weak. Although the hidden-gap signal is moderately elevated and the directional-mismatch station type suggests some spatial imbalance, the evidence does not indicate a strong case where neighborhood activity clearly exceeds subway usage. Temporal support is also limited, and the visual morphology is only moderately supportive rather than decisive."",
  ""risk_note"": ""This inference may understate latent demand if local trip patterns are suppressed by transfer effects or if the observed subway metric is not comparable to neighborhood mobility.""
}",structured_multimodal,gpt-5.4-mini,4709,북한산보국문,
4709,북한산보국문,images/station_tiles/satellite/4709_북한산보국문.png,images/station_tiles/satellite/4709_북한산보국문.png,0.4700721591271928,0.9991233837387683,0.6676632295251166,0.3711787009991147,0.625,0.4332417352075597,0.9991233837387683,directional_mismatch,2.0,low,3.0,visual,True,False,False,"The image shows a station area at the edge of a very mountainous, park-like landform with dense residential fabric concentrated mainly on the surrounding slopes and valleys. This suggests some local neighborhood mobility, but the built-up areas appear fragmented and constrained by terrain rather than forming a strong, transit-intensive activity core. Based on visual morphology alone, there is limited evidence of substantial hidden public-transit demand relative to what a subway station in this setting might already serve.","Because this is image-only, the inference is uncertain and cannot verify actual subway usage or peak mobility patterns.","{""station_name"":""북한산보국문"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":3,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a station area at the edge of a very mountainous, park-like landform with dense residential fabric concentrated mainly on the surrounding slopes and valleys. This suggests some local neighborhood mobility, but the built-up areas appear fragmented and constrained by terrain rather than forming a strong, transit-intensive activity core. Based on visual morphology alone, there is limited evidence of substantial hidden public-transit demand relative to what a subway station in this setting might already serve."",""risk_note"":""Because this is image-only, the inference is uncertain and cannot verify actual subway usage or peak mobility patterns.""}",image_only,gpt-5.4-mini,4709,북한산보국문,
211,성수,images/station_tiles/satellite/211_성수.png,images/station_tiles/satellite/211_성수.png,0.7366494455108651,0.0133683979837826,0.647111956742156,0.8705981276802599,0.27884615384615385,0.3323505225323114,0.0133683979837826,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a very dense, built-up urban area with many small buildings and major road/river infrastructure nearby, which suggests general activity potential. However, there is no direct evidence of a mismatch between strong neighborhood mobility demand and low subway use, and the station area appears already embedded in a well-served urban fabric rather than a clearly underserved one. Based on visuals alone, hidden public-transit demand seems more likely low than high.","This is image-only inference, so the assessment may understate hidden demand because subway ridership and actual mobility patterns are not observable here.","{""station_name"":""성수"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a very dense, built-up urban area with many small buildings and major road/river infrastructure nearby, which suggests general activity potential. However, there is no direct evidence of a mismatch between strong neighborhood mobility demand and low subway use, and the station area appears already embedded in a well-served urban fabric rather than a clearly underserved one. Based on visuals alone, hidden public-transit demand seems more likely low than high."",""risk_note"":""This is image-only inference, so the assessment may understate hidden demand because subway ridership and actual mobility patterns are not observable here.""}",image_only,gpt-5.4-mini,211,성수,
310,구파발,images/station_tiles/satellite/310_구파발.png,images/station_tiles/satellite/310_구파발.png,0.551537790886734,0.035064650449265836,0.6346016477773316,0.3369471325889044,0.6153846153846154,0.331791330212683,0.035064650449265836,diverse_living_area_hidden,2.0,low,3.0,visual,True,False,False,"The satellite view shows a mostly mountainous, low-rise edge area with clustered apartment complexes and a few road corridors, suggesting some local residential travel demand but not a clearly intense hidden-transit market. The built form is spread out and constrained by terrain, which can create mobility needs, yet the image does not show the kind of dense mixed-use fabric or major activity concentration that would strongly imply substantial unmet subway demand.","Because this is image-only evidence, the inference may undercount commute demand or miss bus-transfer patterns and station access constraints not visible from the satellite view.","{""station_name"":""구파발"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":3,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The satellite view shows a mostly mountainous, low-rise edge area with clustered apartment complexes and a few road corridors, suggesting some local residential travel demand but not a clearly intense hidden-transit market. The built form is spread out and constrained by terrain, which can create mobility needs, yet the image does not show the kind of dense mixed-use fabric or major activity concentration that would strongly imply substantial unmet subway demand."",""risk_note"":""Because this is image-only evidence, the inference may undercount commute demand or miss bus-transfer patterns and station access constraints not visible from the satellite view.""}",image_only,gpt-5.4-mini,310,구파발,
333,매봉,images/station_tiles/satellite/333_매봉.png,images/station_tiles/satellite/333_매봉.png,0.4864262134837933,0.040105193951347796,0.6297570964931035,0.9369322235356707,0.2692307692307692,0.3643684166210259,0.040105193951347796,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a densely built residential neighborhood with a fine-grained street network and some larger roads nearby, which suggests local activity and pedestrian/short-trip movement. However, there is no clear visual sign of major trip generators such as large commercial centers, campuses, or transit interchanges that would strongly indicate hidden public-transit demand, and no subway-usage data is provided to show a mismatch. Based on morphology alone, any latent demand appears limited.","This is a morphology-only estimate, so it may understate demand if nearby transit access is poor or if important activity occurs outside the visible frame.","{
  ""station_name"": ""매봉"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 2,
  ""primary_evidence"": ""visual"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": false,
  ""uses_temporal_reasoning"": false,
  ""explanation"": ""The image shows a densely built residential neighborhood with a fine-grained street network and some larger roads nearby, which suggests local activity and pedestrian/short-trip movement. However, there is no clear visual sign of major trip generators such as large commercial centers, campuses, or transit interchanges that would strongly indicate hidden public-transit demand, and no subway-usage data is provided to show a mismatch. Based on morphology alone, any latent demand appears limited."",
  ""risk_note"": ""This is a morphology-only estimate, so it may understate demand if nearby transit access is poor or if important activity occurs outside the visible frame.""
}",image_only,gpt-5.4-mini,333,매봉,
4109,등촌,images/station_tiles/satellite/4109_등촌.png,images/station_tiles/satellite/4109_등촌.png,0.4506657740024357,0.8676309445540215,0.6225351024266211,0.8334506007505139,0.3173076923076923,0.3874058380324631,0.8676309445540215,directional_mismatch,1.0,low,4.0,mobility_subway,False,True,True,"The station shows relatively low mobility demand (0.45) alongside very high observed subway activity (0.87), which indicates the opposite of hidden demand: subway usage appears strong relative to neighborhood mobility. The positive mobility-minus-subway gap and high hidden gap score do not overcome the overall pattern, and the low visual morphology score does not suggest strong latent urban intensity. Temporal activity is also high, reinforcing that observed usage is not undercounted here.","This inference relies on station-level aggregate scores only, so any localized demand not captured by the metrics could be missed.","{
  ""station_name"": ""등촌"",
  ""hidden_demand_score"": 1,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows relatively low mobility demand (0.45) alongside very high observed subway activity (0.87), which indicates the opposite of hidden demand: subway usage appears strong relative to neighborhood mobility. The positive mobility-minus-subway gap and high hidden gap score do not overcome the overall pattern, and the low visual morphology score does not suggest strong latent urban intensity. Temporal activity is also high, reinforcing that observed usage is not undercounted here."",
  ""risk_note"": ""This inference relies on station-level aggregate scores only, so any localized demand not captured by the metrics could be missed.""
}",tabular_only,gpt-5.4-mini,4109,등촌,
4109,등촌,images/station_tiles/satellite/4109_등촌.png,images/station_tiles/satellite/4109_등촌.png,0.4506657740024357,0.8676309445540215,0.6225351024266211,0.8334506007505139,0.3173076923076923,0.3874058380324631,0.8676309445540215,directional_mismatch,2.0,low,4.0,mobility_subway,False,True,True,"The evidence does not strongly support hidden public-transit demand: mobility is only moderate while observed subway usage is already very high, which weakens the case for a meaningful mismatch. The hidden-gap signal is present but not large enough to outweigh the strong subway usage, and the directional-mismatch station type suggests some asymmetry rather than clear unmet demand. Temporal evidence is strong, but it appears to reflect consistent activity rather than a large unmet transit need.",This judgment may understate latent demand if the observed subway score is inflated by broader catchment effects or if the mobility metric misses non-subway trips.,"{
  ""station_name"": ""등촌"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The evidence does not strongly support hidden public-transit demand: mobility is only moderate while observed subway usage is already very high, which weakens the case for a meaningful mismatch. The hidden-gap signal is present but not large enough to outweigh the strong subway usage, and the directional-mismatch station type suggests some asymmetry rather than clear unmet demand. Temporal evidence is strong, but it appears to reflect consistent activity rather than a large unmet transit need."",
  ""risk_note"": ""This judgment may understate latent demand if the observed subway score is inflated by broader catchment effects or if the mobility metric misses non-subway trips.""
}",structured_multimodal,gpt-5.4-mini,4109,등촌,
221,역삼,images/station_tiles/satellite/221_역삼.png,images/station_tiles/satellite/221_역삼.png,0.8712475890568503,0.015559938636861713,0.6159000505716852,0.9635893193547715,0.19230769230769232,0.3506260068103084,0.015559938636861713,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a very dense, fine-grained urban fabric with many small buildings and narrow streets, suggesting substantial local activity and movement potential. However, there is no direct evidence here of a mismatch between neighborhood mobility and subway usage, so hidden transit demand cannot be strongly inferred from morphology alone. Given the station-area context, the safer assessment is low hidden demand rather than a clear unmet transit need.",This estimate is limited by the image-only constraint and may be biased by assuming density implies demand without observing actual subway ridership patterns.,"{""station_name"":""역삼"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a very dense, fine-grained urban fabric with many small buildings and narrow streets, suggesting substantial local activity and movement potential. However, there is no direct evidence here of a mismatch between neighborhood mobility and subway usage, so hidden transit demand cannot be strongly inferred from morphology alone. Given the station-area context, the safer assessment is low hidden demand rather than a clear unmet transit need."",""risk_note"":""This estimate is limited by the image-only constraint and may be biased by assuming density implies demand without observing actual subway ridership patterns.""}",image_only,gpt-5.4-mini,221,역삼,
4129,봉은사,images/station_tiles/satellite/4129_봉은사.png,images/station_tiles/satellite/4129_봉은사.png,0.4964111304340277,0.8720140258601797,0.6103378962354991,0.7758814272655197,0.125,0.3301665174659014,0.8720140258601797,directional_mismatch,2.0,low,4.0,mobility_subway,False,True,True,"The station shows moderate mobility demand but very high observed subway activity, so the key mismatch required for hidden demand is weak. The hidden gap and mobility-minus-subway gap are positive, yet they do not indicate suppressed ridership because subway use is already strong. Temporal activity is also relatively high, suggesting active usage rather than unmet demand. Overall, the evidence points more to visible subway utilization than to hidden public-transit demand.","Because only station-level scores are provided, the inference may miss localized trip generators or short-term demand patterns not captured by these aggregates.","{
  ""station_name"": ""봉은사"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows moderate mobility demand but very high observed subway activity, so the key mismatch required for hidden demand is weak. The hidden gap and mobility-minus-subway gap are positive, yet they do not indicate suppressed ridership because subway use is already strong. Temporal activity is also relatively high, suggesting active usage rather than unmet demand. Overall, the evidence points more to visible subway utilization than to hidden public-transit demand."",
  ""risk_note"": ""Because only station-level scores are provided, the inference may miss localized trip generators or short-term demand patterns not captured by these aggregates.""
}",tabular_only,gpt-5.4-mini,4129,봉은사,
4129,봉은사,images/station_tiles/satellite/4129_봉은사.png,images/station_tiles/satellite/4129_봉은사.png,0.4964111304340277,0.8720140258601797,0.6103378962354991,0.7758814272655197,0.125,0.3301665174659014,0.8720140258601797,directional_mismatch,2.0,low,4.0,mobility_subway,False,True,True,"봉은사 shows only limited signs of hidden public-transit demand because observed subway use is already high (0.87) while overall mobility is moderate rather than strongly elevated (0.50). Although the mobility-minus-subway gap is positive, the size of the mismatch is not large enough to indicate substantial unmet demand, and the directional mismatch/station context suggests subway service is already capturing much of the area’s movement. Temporal evidence is moderately strong, but it does not override the relatively strong observed subway usage; visual morphology is weak and not used as a basis for inference.",The estimate may understate localized unmet demand because the available scores are aggregated and may miss short-window or micro-area demand spikes.,"{""station_name"":""봉은사"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":4,""primary_evidence"":""mobility_subway"",""uses_visual_reasoning"":false,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""봉은사 shows only limited signs of hidden public-transit demand because observed subway use is already high (0.87) while overall mobility is moderate rather than strongly elevated (0.50). Although the mobility-minus-subway gap is positive, the size of the mismatch is not large enough to indicate substantial unmet demand, and the directional mismatch/station context suggests subway service is already capturing much of the area’s movement. Temporal evidence is moderately strong, but it does not override the relatively strong observed subway usage; visual morphology is weak and not used as a basis for inference."",""risk_note"":""The estimate may understate localized unmet demand because the available scores are aggregated and may miss short-window or micro-area demand spikes.""}",structured_multimodal,gpt-5.4-mini,4129,봉은사,
4129,봉은사,images/station_tiles/satellite/4129_봉은사.png,images/station_tiles/satellite/4129_봉은사.png,0.4964111304340277,0.8720140258601797,0.6103378962354991,0.7758814272655197,0.125,0.3301665174659014,0.8720140258601797,directional_mismatch,2.0,low,2.0,visual,True,False,False,"The image shows a highly urbanized area with dense residential blocks, large roads, and major infrastructure around the station, which could support substantial local movement. However, from image-only evidence there is no direct indication of a mismatch between neighborhood mobility demand and observed subway usage, so hidden public-transit demand cannot be strongly inferred. The station area appears developed, but this alone does not establish unmet transit demand.","This judgment is limited by the lack of actual subway ridership or foot-traffic data, so the low score may understate hidden demand if the visible urban form is generating trips not captured here.","{""station_name"":""봉은사"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a highly urbanized area with dense residential blocks, large roads, and major infrastructure around the station, which could support substantial local movement. However, from image-only evidence there is no direct indication of a mismatch between neighborhood mobility demand and observed subway usage, so hidden public-transit demand cannot be strongly inferred. The station area appears developed, but this alone does not establish unmet transit demand."",""risk_note"":""This judgment is limited by the lack of actual subway ridership or foot-traffic data, so the low score may understate hidden demand if the visible urban form is generating trips not captured here.""}",image_only,gpt-5.4-mini,4129,봉은사,
2553,고덕,images/station_tiles/satellite/2553_고덕.png,images/station_tiles/satellite/2553_고덕.png,0.4723292315172559,0.5266272189349113,0.6143962912852291,0.5946485800595483,0.34615384615384615,0.3544206329764241,0.5266272189349113,mobility_high_subway_low,2.0,low,2.0,visual,True,False,False,"The image shows a largely residential area with many apartment blocks, internal roads, and significant green/open space, plus a major bridge and arterial road, which suggests some local movement but not an obviously intense mixed-use or commercial center. From visual morphology alone, there is no strong sign of a large unmet transit market, and I cannot verify a mismatch with subway usage because no mobility or ridership data is provided. Overall, the station area looks like a neighborhood with moderate local demand rather than clear hidden public-transit demand.","This is based only on satellite morphology, so the result may miss peak-hour commuting patterns or nearby trip generators not visible in the image.","{""station_name"":""고덕"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a largely residential area with many apartment blocks, internal roads, and significant green/open space, plus a major bridge and arterial road, which suggests some local movement but not an obviously intense mixed-use or commercial center. From visual morphology alone, there is no strong sign of a large unmet transit market, and I cannot verify a mismatch with subway usage because no mobility or ridership data is provided. Overall, the station area looks like a neighborhood with moderate local demand rather than clear hidden public-transit demand."",""risk_note"":""This is based only on satellite morphology, so the result may miss peak-hour commuting patterns or nearby trip generators not visible in the image.""}",image_only,gpt-5.4-mini,2553,고덕,
4129,봉은사,images/station_tiles/satellite/4129_봉은사.png,images/station_tiles/satellite/4129_봉은사.png,0.4964111304340277,0.8720140258601797,0.6103378962354991,0.7758814272655197,0.125,0.3301665174659014,0.8720140258601797,directional_mismatch,2.0,low,4.0,mobility_subway,True,True,True,"The station shows relatively low hidden-demand risk because observed subway activity is already very high, while mobility demand is only moderate, creating a gap that does not strongly suggest unmet transit need. The visual scene is dense and urban, with major roads and large built structures near a river corridor, but the visual morphology score is low and does not by itself indicate suppressed subway usage. Temporal activity is fairly high, which supports active movement patterns, yet the strongest signal is that subway usage appears to match or exceed local demand rather than lag behind it.",This estimate may be biased by coarse station-level scores and the fact that visual density can reflect mixed land uses without directly implying hidden transit demand.,"{
  ""station_name"": ""봉은사"",
  ""hidden_demand_score"": 2,
  ""hidden_demand_label"": ""low"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows relatively low hidden-demand risk because observed subway activity is already very high, while mobility demand is only moderate, creating a gap that does not strongly suggest unmet transit need. The visual scene is dense and urban, with major roads and large built structures near a river corridor, but the visual morphology score is low and does not by itself indicate suppressed subway usage. Temporal activity is fairly high, which supports active movement patterns, yet the strongest signal is that subway usage appears to match or exceed local demand rather than lag behind it."",
  ""risk_note"": ""This estimate may be biased by coarse station-level scores and the fact that visual density can reflect mixed land uses without directly implying hidden transit demand.""
}",naive_multimodal,gpt-5.4-mini,4129,봉은사,
